band,frequency_hz,frequency_mhz,swr,return_loss_db,resistance_ohm,reactance_ohm,s11_real,s11_imag,phase_deg
40m,7255713,7.255713,1.51311488,13.79995458,39.15876600,-14.93838157,-0.0909686371,-0.1827897189,-116.45807136
40m,7257050,7.257050,1.51665597,13.75244792,39.14562107,-15.05544529,-0.0906519986,-0.1841958281,-116.20411053
40m,7258388,7.258388,1.52011429,13.70642903,39.14242055,-15.17897791,-0.0901907863,-0.1856353212,-115.91276565
40m,7259725,7.259725,1.52284189,13.67039311,39.13158376,-15.26764129,-0.0899559370,-0.1867021270,-115.72547756
40m,7261063,7.261063,1.52583702,13.63108327,39.12461470,-15.36959247,-0.0896200506,-0.1879056215,-115.49842674
40m,7262400,7.262400,1.52907113,13.58893959,39.11194164,-15.47409265,-0.0893366775,-0.1891609178,-115.28036936
40m,7263738,7.263738,1.53274054,13.54149914,39.09070756,-15.58531905,-0.0891209525,-0.1905282604,-115.06817780
40m,7265075,7.265075,1.53610191,13.49838693,39.07731388,-15.69279932,-0.0888273762,-0.1918193170,-114.84783399
40m,7266413,7.266413,1.53968272,13.45281902,39.05581203,-15.79964055,-0.0886264934,-0.1931362692,-114.64947358
40m,7267750,7.267750,1.54295921,13.41144385,39.03926532,-15.90009882,-0.0883926113,-0.1943586351,-114.45562642
40m,7269088,7.269088,1.54651486,13.36688483,39.02011923,-16.00750118,-0.0881562055,-0.1956710673,-114.25311981
40m,7270425,7.270425,1.55039098,13.31870911,38.99416802,-16.11906802,-0.0879766880,-0.1970597695,-114.05821654
40m,7271763,7.271763,1.55397993,13.27446901,38.97298300,-16.22471696,-0.0877646584,-0.1983599190,-113.86706974
40m,7273100,7.273100,1.55766990,13.22934572,38.94850599,-16.33023573,-0.0875877136,-0.1996724233,-113.68499702
40m,7274438,7.274438,1.56123339,13.18611312,38.91976562,-16.42670463,-0.0874958542,-0.2008999131,-113.53407037
40m,7275775,7.275775,1.56508031,13.13981584,38.89022615,-16.53185262,-0.0873722160,-0.2022300763,-113.36645103
40m,7277113,7.277113,1.56904613,13.09248859,38.85941552,-16.63940967,-0.0872491852,-0.2035933334,-113.19737784
40m,7278450,7.278450,1.57291085,13.04675388,38.82992099,-16.74427099,-0.0871197765,-0.2049200081,-113.03230582
40m,7279788,7.279788,1.57702091,12.99852783,38.79519155,-16.85199260,-0.0870339560,-0.2063027047,-112.87366578
40m,7281125,7.281125,1.58068992,12.95583082,38.78478067,-16.96782682,-0.0866313114,-0.2076681585,-112.64405397
40m,7282463,7.282463,1.58492652,12.90693774,38.73931094,-17.06841516,-0.0866930357,-0.2090181645,-112.52687315
40m,7283800,7.283800,1.58916708,12.85843206,38.68581945,-17.16076136,-0.0868804700,-0.2103120486,-112.44565074
40m,7285138,7.285138,1.59328078,12.81178519,38.65265061,-17.26812576,-0.0867650769,-0.2116845451,-112.28770012
40m,7286475,7.286475,1.59733884,12.76615714,38.61285478,-17.36663653,-0.0867625004,-0.2129872623,-112.16401835
40m,7287813,7.287813,1.60144517,12.72037268,38.57209345,-17.46534897,-0.0867669317,-0.2142973365,-112.04255192
40m,7289150,7.289150,1.60587440,12.67141750,38.52692934,-17.57010371,-0.0867899549,-0.2156972163,-111.91834429
40m,7290488,7.290488,1.61040807,12.62176270,38.48125318,-17.67728317,-0.0868038921,-0.2171278034,-111.79066483
40m,7291825,7.291825,1.61454927,12.57680243,38.43762713,-17.77280495,-0.0868463456,-0.2184173043,-111.68358968
40m,7293163,7.293163,1.61885516,12.53044928,38.38936338,-17.86875884,-0.0869363825,-0.2197346304,-111.58586239
40m,7294500,7.294500,1.62304277,12.48575022,38.34569879,-17.96477952,-0.0869710308,-0.2210316426,-111.47853322
40m,7295838,7.295838,1.62788571,12.43451749,38.28835051,-18.06847664,-0.0871205513,-0.2224824926,-111.38450882
40m,7297175,7.297175,1.63233595,12.38786883,38.23851621,-18.16598938,-0.0872115961,-0.2238282686,-111.28768905
40m,7298513,7.298513,1.63716071,12.33775216,38.18014562,-18.26679439,-0.0873800148,-0.2252541886,-111.20213865
40m,7299850,7.299850,1.64134700,12.29464781,38.13443716,-18.35859605,-0.0874461932,-0.2265174207,-111.10889287
30m,10100575,10.100575,3.03833477,5.93853612,35.29447834,-46.87154014,0.0995177986,-0.4948384523,-78.62883517
30m,10101913,10.101913,3.03415072,5.94737983,35.23536176,-46.73954847,0.0980053108,-0.4946165960,-78.79235485
30m,10103250,10.103250,3.02812486,5.96016471,35.19429185,-46.59528783,0.0964832822,-0.4941601205,-78.95215786
30m,10104588,10.104588,3.02150496,5.97427595,35.16412852,-46.45224520,0.0950325937,-0.4936088537,-79.10240519
30m,10105925,10.105925,3.01863786,5.98040915,35.09657889,-46.33308351,0.0935776961,-0.4935256017,-79.26356686
30m,10107263,10.107263,3.01423885,5.98984483,35.04171693,-46.20122341,0.0920793749,-0.4932525489,-79.42585184
30m,10108600,10.108600,3.01003627,5.99888814,34.98843825,-46.07416718,0.0906304367,-0.4929899425,-79.58315264
30m,10109938,10.109938,3.00303951,6.01400721,34.96111195,-45.92707390,0.0891513079,-0.4923736781,-79.73696969
30m,10111275,10.111275,2.99792919,6.02510012,34.91566759,-45.79258528,0.0876769469,-0.4919896693,-79.89545805
30m,10112613,10.112613,2.99439675,6.03279285,34.85314468,-45.66659810,0.0861752586,-0.4918057823,-80.06140583
30m,10113950,10.113950,2.98910735,6.04435003,34.81615122,-45.53767717,0.0847961001,-0.4913717392,-80.20889262
30m,10115288,10.115288,2.98606464,6.05101916,34.74775872,-45.41341143,0.0832689310,-0.4912446753,-80.37946478
30m,10116625,10.116625,2.97859386,6.06745903,34.72709838,-45.26443677,0.0818029231,-0.4905357828,-80.53234116
30m,10117963,10.117963,2.97437594,6.07678191,34.67529817,-45.13748678,0.0803459331,-0.4902359270,-80.69240583
30m,10119300,10.119300,2.97012656,6.08620450,34.62299792,-45.00929040,0.0788719974,-0.4899296737,-80.85462766
30m,10120638,10.120638,2.96555625,6.09637275,34.57733279,-44.88253084,0.0774489069,-0.4895688539,-81.01041047
30m,10121975,10.121975,2.96089091,6.10678897,34.53014737,-44.75235080,0.0759832705,-0.4891973114,-81.17123254
30m,10123313,10.123313,2.95388881,6.12249212,34.50780936,-44.60864066,0.0745463154,-0.4885137975,-81.32370129
30m,10124650,10.124650,2.95052200,6.13007263,34.45048053,-44.48946586,0.0731131417,-0.4882944535,-81.48427111
30m,10125988,10.125988,2.94600534,6.14027281,34.40408196,-44.36214972,0.0716715403,-0.4879224459,-81.64351185
30m,10127325,10.127325,2.94156468,6.15033589,34.35962884,-44.23806103,0.0702690705,-0.4875494850,-81.79860507
30m,10128663,10.128663,2.93562743,6.16384422,34.32458003,-44.09821973,0.0687807823,-0.4869886060,-81.96089217
30m,10130000,10.130000,2.92980603,6.17714911,34.29482561,-43.96588404,0.0673923954,-0.4864227133,-82.11205768
30m,10131338,10.131338,2.92542572,6.18719989,34.24955640,-43.84143993,0.0659756137,-0.4860437938,-82.26991296
30m,10132675,10.132675,2.92109876,6.19716179,34.20172089,-43.71496458,0.0645217743,-0.4856717544,-82.43253493
30m,10134013,10.134013,2.91633206,6.20817486,34.16393871,-43.59162180,0.0631586100,-0.4852248621,-82.58387082
30m,10135350,10.135350,2.91189227,6.21846937,34.11639642,-43.46316251,0.0616841909,-0.4848302381,-82.74930289
30m,10136688,10.136688,2.90611544,6.23191751,34.08558945,-43.32956695,0.0602691730,-0.4842462311,-82.90546255
30m,10138025,10.138025,2.90086558,6.24419157,34.05219122,-43.20209841,0.0588916938,-0.4837215195,-83.05856644
30m,10139363,10.139363,2.89680859,6.25371133,34.00408335,-43.07913122,0.0574574329,-0.4833564430,-83.22096059
30m,10140700,10.140700,2.89248956,6.26387929,33.96228417,-42.95832756,0.0560820679,-0.4829446473,-83.37618119
30m,10142038,10.142038,2.88740099,6.27590325,33.92771827,-42.83187369,0.0547010451,-0.4824261432,-83.53100953
30m,10143375,10.143375,2.88144812,6.29003076,33.89959722,-42.69722172,0.0532865082,-0.4817905831,-83.68868208
30m,10144713,10.144713,2.87667041,6.30141747,33.86383765,-42.57452062,0.0519289134,-0.4813000831,-83.84200718
30m,10146050,10.146050,2.87258886,6.31117913,33.81779130,-42.45252265,0.0505072417,-0.4809046170,-84.00446267
30m,10147388,10.147388,2.86827984,6.32151914,33.77745384,-42.33265168,0.0491412760,-0.4804678265,-84.16021016
30m,10148725,10.148725,2.86300421,6.33422691,33.74561256,-42.20502785,0.0477601170,-0.4798975081,-84.31655307
20m,14000725,14.000725,1.56854857,13.09840426,37.97309013,-15.70443730,-0.1016060420,-0.1966522147,-117.32444269
20m,14002063,14.002063,1.56538142,13.13620820,37.98941481,-15.60846440,-0.1018287641,-0.1954536813,-117.51891340
20m,14003400,14.003400,1.56238612,13.17219957,38.01443681,-15.52786728,-0.1018806966,-0.1943983036,-117.65823485
20m,14004738,14.004738,1.55935766,13.20882781,38.02358157,-15.42828438,-0.1021984218,-0.1931872163,-117.87939285
20m,14006075,14.006075,1.55607203,13.24884071,38.05397037,-15.34238060,-0.1022052703,-0.1920464538,-118.02147738
20m,14007413,14.007413,1.55302824,13.28616620,38.06730589,-15.24609651,-0.1024545142,-0.1908554799,-118.22767077
20m,14008750,14.008750,1.54971384,13.32709539,38.09342730,-15.15366340,-0.1025342329,-0.1896558365,-118.39712572
20m,14010088,14.010088,1.54667609,13.36487263,38.11358701,-15.06439293,-0.1026685891,-0.1885184051,-118.57305474
20m,14011425,14.011425,1.54349380,13.40472181,38.14412291,-14.98095429,-0.1026539713,-0.1874068083,-118.71216923
20m,14012763,14.012763,1.54040869,13.44362533,38.15773115,-14.88191074,-0.1029012709,-0.1861808154,-118.92922475
20m,14014100,14.014100,1.53737680,13.48212106,38.18223577,-14.79659663,-0.1029609588,-0.1850720642,-119.08845698
20m,14015438,14.015438,1.53445947,13.51941148,38.19556005,-14.70270217,-0.1031855292,-0.1839073108,-119.29563067
20m,14016775,14.016775,1.53117212,13.56172808,38.22975463,-14.61795468,-0.1031236931,-0.1827661452,-119.43336389
20m,14018113,14.018113,1.52799881,13.60287848,38.25455507,-14.52655834,-0.1031974675,-0.1815845353,-119.61027910
20m,14019450,14.019450,1.52495178,13.64267355,38.27468879,-14.43428022,-0.1033275351,-0.1804111578,-119.80121743
20m,14020788,14.020788,1.52190105,13.68279739,38.29773686,-14.34475456,-0.1034096778,-0.1792587395,-119.97952284
20m,14022125,14.022125,1.51904542,13.72061273,38.31595257,-14.25680914,-0.1035405336,-0.1781441100,-120.16591799
20m,14023463,14.023463,1.51574342,13.76465297,38.35589958,-14.17605363,-0.1033832231,-0.1770297152,-120.28441416
20m,14024800,14.024800,1.51267757,13.80584889,38.37231725,-14.07728309,-0.1035729669,-0.1757938408,-120.50543942
20m,14026138,14.026138,1.50960599,13.84742041,38.40323637,-13.99433661,-0.1035267390,-0.1746895846,-120.65236353
20m,14027475,14.027475,1.50666906,13.88745233,38.41814336,-13.89798609,-0.1037199256,-0.1734879696,-120.87312750
20m,14028813,14.028813,1.50355866,13.93015409,38.45010361,-13.81395937,-0.1036609093,-0.1723675422,-121.02247389
20m,14030150,14.030150,1.50029920,13.97524347,38.49501694,-13.73852832,-0.1034132916,-0.1713008854,-121.11912222
20m,14031488,14.031488,1.49737899,14.01594034,38.50671173,-13.63796182,-0.1036531200,-0.1700614430,-121.36247225
20m,14032825,14.032825,1.49420551,14.06049301,38.54795231,-13.56090654,-0.1034510444,-0.1689908811,-121.47369244
20m,14034163,14.034163,1.49144337,14.09955086,38.56154781,-13.46791135,-0.1036349976,-0.1678342201,-121.69467933
20m,14035500,14.035500,1.48813171,14.14672696,38.59813395,-13.37927205,-0.1035268400,-0.1666444332,-121.85036570
20m,14036838,14.036838,1.48512597,14.18987766,38.63878769,-13.30700464,-0.1033080536,-0.1656354488,-121.95209487
20m,14038175,14.038175,1.48226673,14.23122292,38.65508257,-13.21210183,-0.1034597519,-0.1644465516,-122.17560211
20m,14039513,14.039513,1.47904452,14.27816898,38.69616845,-13.13095062,-0.1032640946,-0.1633318169,-122.30250776
20m,14040850,14.040850,1.47623462,14.31941650,38.71468756,-13.03977748,-0.1033710067,-0.1621795985,-122.51286640
20m,14042188,14.042188,1.47305509,14.36644139,38.75429013,-12.95779616,-0.1031916639,-0.1610618786,-122.64751489
20m,14043525,14.043525,1.47012356,14.41013323,38.78647790,-12.87679914,-0.1030951145,-0.1599830803,-122.79824255
20m,14044863,14.044863,1.46725228,14.45324266,38.81257791,-12.79077507,-0.1030867244,-0.1588663961,-122.97911287
20m,14046200,14.046200,1.46430135,14.49787738,38.84174765,-12.70469326,-0.1030397400,-0.1577386975,-123.15379736
20m,14047538,14.047538,1.46123674,14.54458986,38.87296350,-12.61594117,-0.1029753622,-0.1565726147,-123.33229456
20m,14048875,14.048875,1.45809230,14.59290384,38.91867803,-12.54045437,-0.1026903061,-0.1555155539,-123.43765141
20m,14050213,14.050213,1.45514345,14.63857147,38.94394166,-12.44862820,-0.1027029224,-0.1543347240,-123.64200624
20m,14051550,14.051550,1.45199569,14.68770816,38.98735968,-12.36946305,-0.1024538396,-0.1532438099,-123.76540269
20m,14052888,14.052888,1.44915450,14.73240862,39.00972709,-12.27782942,-0.1024956332,-0.1520761131,-123.97902007
20m,14054225,14.054225,1.44615394,14.77998111,39.04956040,-12.19972547,-0.1022816637,-0.1510117919,-124.11014340
20m,14055563,14.055563,1.44300559,14.83030516,39.09960881,-12.12707062,-0.1019261080,-0.1499797351,-124.19999615
20m,14056900,14.056900,1.44012713,14.87668635,39.12323157,-12.03410687,-0.1019506007,-0.1487938785,-124.41816518
20m,14058238,14.058238,1.43707389,14.92627663,39.17039911,-11.96120290,-0.1016266016,-0.1477707786,-124.51752421
20m,14059575,14.059575,1.43426451,14.97226866,39.19363215,-11.86983792,-0.1016459717,-0.1466064203,-124.73455695
20m,14060913,14.060913,1.43121867,15.02252927,39.23460385,-11.78905966,-0.1014174989,-0.1455116743,-124.87540027
20m,14062250,14.062250,1.42827888,15.07143815,39.28451286,-11.72299554,-0.1010337872,-0.1445649841,-124.94898579
20m,14063588,14.063588,1.42546451,15.11863165,39.30811020,-11.63059629,-0.1010455618,-0.1433891770,-125.17214181
20m,14064925,14.064925,1.42243386,15.16986415,39.35339835,-11.55432458,-0.1007458425,-0.1423378963,-125.29061318
20m,14066263,14.066263,1.41946936,15.22039765,39.38740560,-11.46699560,-0.1006132124,-0.1411913320,-125.47374475
20m,14067600,14.067600,1.41647332,15.27189637,39.42969251,-11.38775154,-0.1003547754,-0.1401164025,-125.61115942
20m,14068938,14.068938,1.41359591,15.32176659,39.47514940,-11.31703002,-0.1000306936,-0.1391345023,-125.71423108
20m,14070275,14.070275,1.41071763,15.37206004,39.50838216,-11.23120952,-0.0998966093,-0.1380113121,-125.89811501
20m,14071613,14.071613,1.40786399,15.42233173,39.54967743,-11.15571644,-0.0996332740,-0.1369876179,-126.02899160
20m,14072950,14.072950,1.40491921,15.47464222,39.58791035,-11.07210852,-0.0994290101,-0.1358776789,-126.19494248
20m,14074288,14.074288,1.40174179,15.53158611,39.64276027,-10.99776505,-0.0989975440,-0.1348298150,-126.28763225
20m,14075625,14.075625,1.39892491,15.58250991,39.67795049,-10.91524661,-0.0988224754,-0.1337443400,-126.46035777
20m,14076963,14.076963,1.39618074,15.63252426,39.71976025,-10.84353321,-0.0985352017,-0.1327690010,-126.58114871
20m,14078300,14.078300,1.39332192,15.68505936,39.75338713,-10.75639977,-0.0983883991,-0.1316351962,-126.77562626
20m,14079638,14.079638,1.39029599,15.74115187,39.80160507,-10.67897164,-0.0980381085,-0.1305758155,-126.89972304
20m,14080975,14.080975,1.38735438,15.79616846,39.85906884,-10.61606893,-0.0975350268,-0.1296642359,-126.95093324
20m,14082313,14.082313,1.38450550,15.84991547,39.89210687,-10.52732220,-0.0973940715,-0.1285165225,-127.15605275
20m,14083650,14.083650,1.38143955,15.90827683,39.94875068,-10.45689844,-0.0969193329,-0.1275212160,-127.23574784
20m,14084988,14.084988,1.37870729,15.96074677,39.98155343,-10.37225154,-0.0967657582,-0.1264251381,-127.43043112
20m,14086325,14.086325,1.37579165,16.01722460,40.02827834,-10.29571194,-0.0964226430,-0.1253878437,-127.56010945
20m,14087663,14.087663,1.37289023,16.07393294,40.08839291,-10.23566475,-0.0958742117,-0.1245110572,-127.59647268
20m,14089000,14.089000,1.37001824,16.13057109,40.12355960,-10.14615119,-0.0957004747,-0.1233544561,-127.80491527
20m,14090338,14.090338,1.36709118,16.18882080,40.18113498,-10.08093215,-0.0951938583,-0.1224266581,-127.86714583
20m,14091675,14.091675,1.36446491,16.24154311,40.21356698,-9.99855858,-0.0950296496,-0.1213644297,-128.06132485
20m,14093013,14.093013,1.36140919,16.30344117,40.27095294,-9.92622022,-0.0945416597,-0.1203561190,-128.15020222
20m,14094350,14.094350,1.35845727,16.36381235,40.32456222,-9.85361411,-0.0940978324,-0.1193564361,-128.25142254
20m,14095688,14.095688,1.35590963,16.41637779,40.36163699,-9.77931564,-0.0938526016,-0.1183813198,-128.40734855
20m,14097025,14.097025,1.35295973,16.47778666,40.41370054,-9.70399921,-0.0934313026,-0.1173567328,-128.52437469
20m,14098363,14.098363,1.35019057,16.53597259,40.45851590,-9.62786995,-0.0930962833,-0.1163427098,-128.66644866
20m,14099700,14.099700,1.34726415,16.59804019,40.51908265,-9.56313360,-0.0925450584,-0.1154248811,-128.72184969
20m,14101038,14.101038,1.34438031,16.65979498,40.56813549,-9.48582105,-0.0921603036,-0.1143894278,-128.85740342
20m,14102375,14.102375,1.34156653,16.72062390,40.61951001,-9.41422913,-0.0917324931,-0.1134172966,-128.96611024
20m,14103713,14.103713,1.33880702,16.78083970,40.66272217,-9.33475636,-0.0914189864,-0.1123739733,-129.12920082
20m,14105050,14.105050,1.33602896,16.84203034,40.71616643,-9.26651268,-0.0909559898,-0.1114394260,-129.22105494
20m,14106388,14.106388,1.33314413,16.90618803,40.78080283,-9.20639249,-0.0903406706,-0.1105751860,-129.24905357
20m,14107725,14.107725,1.33039996,16.96780963,40.82099838,-9.12257980,-0.0900688769,-0.1094927439,-129.44075965
20m,14109063,14.109063,1.32747568,17.03412196,40.88823504,-9.06277269,-0.0894205697,-0.1086298021,-129.46011635
20m,14110400,14.110400,1.32481685,17.09500383,40.92892357,-8.98280568,-0.0891308917,-0.1075944901,-129.63822937
20m,14111738,14.111738,1.32191256,17.16215884,40.98870050,-8.91382613,-0.0885899386,-0.1066451261,-129.71635913
20m,14113075,14.113075,1.31917367,17.22612439,41.05497367,-8.86046887,-0.0879359352,-0.1058659631,-129.71419624
20m,14114413,14.114413,1.31636175,17.29244823,41.09799164,-8.77445345,-0.0876287606,-0.1047591473,-129.91175262
20m,14115750,14.115750,1.31371182,17.35556759,41.16116912,-8.72077922,-0.0870105447,-0.1039870272,-129.92071341
20m,14117088,14.117088,1.31094960,17.42200938,41.20660600,-8.63925776,-0.0866620315,-0.1029306297,-130.09556800
20m,14118425,14.118425,1.30809449,17.49139296,41.27058610,-8.57542265,-0.0860558174,-0.1020415016,-130.14231973
20m,14119763,14.119763,1.30544547,17.55642336,41.33214724,-8.51842746,-0.0854622461,-0.1012396147,-130.16965725
20m,14121100,14.121100,1.30268048,17.62498540,41.38137536,-8.44000381,-0.0850588958,-0.1002162768,-130.32304191
20m,14122438,14.122438,1.29991525,17.69426579,41.44463034,-8.37831316,-0.0844544296,-0.0993595663,-130.36413424
20m,14123775,14.123775,1.29719609,17.76309943,41.49593483,-8.30378735,-0.0840161075,-0.0983807560,-130.49697048
20m,14125113,14.125113,1.29447028,17.83281935,41.55933819,-8.24330650,-0.0834059787,-0.0975416350,-130.53311664
20m,14126450,14.126450,1.29165240,17.90566377,41.61904288,-8.17310348,-0.0828587863,-0.0965990982,-130.62165304
20m,14127788,14.127788,1.28893358,17.97670346,41.67975783,-8.10869010,-0.0822869540,-0.0957237423,-130.68332638
20m,14129125,14.129125,1.28630251,18.04617073,41.73313920,-8.03930447,-0.0818098422,-0.0948075993,-130.79103551
20m,14130463,14.130463,1.28357220,18.11902201,41.79583792,-7.97577213,-0.0812117526,-0.0939421521,-130.84298246
20m,14131800,14.131800,1.28097377,18.18909033,41.86364198,-7.92478623,-0.0805286884,-0.0932137970,-130.82418852
20m,14133138,14.133138,1.27827277,18.26270007,41.91500353,-7.84793301,-0.0800876376,-0.0922205853,-130.97221088
20m,14134475,14.134475,1.27547157,18.33989265,41.98808003,-7.79190888,-0.0793529654,-0.0914272801,-130.95586700
20m,14135813,14.135813,1.27278972,18.41462526,42.04138523,-7.71744032,-0.0788828039,-0.0904616291,-131.08852295
20m,14137150,14.137150,1.27006705,18.49134158,42.10885352,-7.65762264,-0.0782196295,-0.0896395811,-131.10799834
20m,14138488,14.138488,1.26758732,18.56196994,42.17826450,-7.61235250,-0.0775059166,-0.0889836112,-131.05630088
20m,14139825,14.139825,1.26484342,18.64097998,42.23401878,-7.53618946,-0.0770084729,-0.0879994173,-131.18923751
20m,14141163,14.141163,1.26227726,18.71570373,42.30587029,-7.48838490,-0.0762713549,-0.0873133435,-131.13838509
20m,14142500,14.142500,1.25958878,18.79486990,42.36161081,-7.41414312,-0.0757689192,-0.0863551930,-131.26404150
20m,14143838,14.143838,1.25696562,18.87299857,42.42523510,-7.35239763,-0.0751518688,-0.0855279843,-131.30517899
20m,14145175,14.145175,1.25430387,18.95318961,42.49489514,-7.29539507,-0.0744565234,-0.0847461344,-131.30199377
20m,14146513,14.146513,1.25169348,19.03274616,42.56854553,-7.24538263,-0.0737027702,-0.0840392096,-131.25091003
20m,14147850,14.147850,1.24904361,19.11444935,42.63087523,-7.17915726,-0.0731078271,-0.0831689200,-131.31638289
20m,14149188,14.149188,1.24655569,19.19204318,42.70037060,-7.12965789,-0.0724008005,-0.0824791829,-131.27688628
20m,14150525,14.150525,1.24394770,19.27432003,42.75578147,-7.05642730,-0.0718963598,-0.0815448764,-131.40192949
20m,14151863,14.151863,1.24128025,19.35948771,42.83280919,-7.00532045,-0.0711059869,-0.0808274654,-131.33891411
20m,14153200,14.153200,1.23890684,19.43614887,42.90396701,-6.96244721,-0.0703687201,-0.0802160117,-131.25854459
20m,14154538,14.154538,1.23603726,19.52996938,42.97195789,-6.88863554,-0.0697205068,-0.0792595409,-131.33641319
20m,14155875,14.155875,1.23365150,19.60893669,43.04139301,-6.84205779,-0.0690094477,-0.0786125851,-131.27802801
20m,14157213,14.157213,1.23109343,19.69460316,43.10265595,-6.77607198,-0.0684237492,-0.0777605768,-131.34546901
20m,14158550,14.158550,1.22849366,19.78274495,43.17760123,-6.72342303,-0.0676603737,-0.0770392482,-131.29149483
20m,14159888,14.159888,1.22604369,19.86682589,43.25950353,-6.68643155,-0.0667929640,-0.0764859115,-131.12978490
20m,14161225,14.161225,1.22340089,19.95865748,43.32073197,-6.61435074,-0.0662169635,-0.0755709134,-131.22558446
20m,14162563,14.162563,1.22094111,20.04521028,43.39274694,-6.56425276,-0.0654832638,-0.0748891289,-131.16653981
20m,14163900,14.163900,1.21844812,20.13401944,43.45914484,-6.50533675,-0.0648271375,-0.0741185800,-131.17426828
20m,14165238,14.165238,1.21590090,20.22591754,43.53792444,-6.45723080,-0.0640144239,-0.0734524178,-131.07243502
20m,14166575,14.166575,1.21353993,20.31216515,43.61551856,-6.41732213,-0.0632028990,-0.0728823126,-130.93154082
20m,14167913,14.167913,1.21107902,20.40318375,43.68258146,-6.35940955,-0.0625380779,-0.0721277606,-130.92678873
20m,14169250,14.169250,1.20844841,20.50177361,43.75005759,-6.29218970,-0.0618826077,-0.0712700022,-130.96726183
20m,14170588,14.170588,1.20600062,20.59474218,43.82850045,-6.24688373,-0.0610709636,-0.0706436414,-130.84319895
20m,14171925,14.171925,1.20372632,20.68221048,43.90491205,-6.20820758,-0.0602728333,-0.0700963741,-130.69080929
20m,14173263,14.173263,1.20110079,20.78452317,43.98639528,-6.15536373,-0.0594396181,-0.0693848954,-130.58551082
20m,14174600,14.174600,1.19885482,20.87320857,44.05381243,-6.10710997,-0.0587572160,-0.0687473115,-130.51997612
20m,14175938,14.175938,1.19639068,20.97177418,44.12276362,-6.04811395,-0.0580733995,-0.0679893816,-130.50242743
20m,14177275,14.177275,1.19391820,21.07203712,44.20460406,-6.00232843,-0.0572272049,-0.0673621526,-130.34941077
20m,14178613,14.178613,1.19170867,21.16282141,44.28626118,-5.97013005,-0.0563646047,-0.0668881552,-130.11981546
20m,14179950,14.179950,1.18903955,21.27401877,44.36186922,-5.90551431,-0.0556155473,-0.0660643199,-130.09199371
20m,14181288,14.181288,1.18694018,21.36268488,44.43888289,-5.87314556,-0.0548063312,-0.0655983100,-129.87821289
20m,14182625,14.182625,1.18446708,21.46853279,44.51008670,-5.81347709,-0.0540997332,-0.0648394776,-129.84040811
20m,14183963,14.183963,1.18220834,21.56655908,44.59272780,-5.77720878,-0.0532350465,-0.0643258620,-129.61060912
20m,14185300,14.185300,1.17992775,21.66687922,44.68250243,-5.74652146,-0.0522851733,-0.0638658588,-129.30621706
20m,14186638,14.186638,1.17750852,21.77481319,44.75216800,-5.68656651,-0.0515971594,-0.0631117716,-129.26778669
20m,14187975,14.187975,1.17528144,21.87559030,44.82767995,-5.64271009,-0.0508236230,-0.0625291377,-129.10417786
20m,14189313,14.189313,1.17290058,21.98486814,44.90888712,-5.59570551,-0.0499922003,-0.0619061852,-128.92253057
20m,14190650,14.190650,1.17067605,22.08844874,44.99150988,-5.55805237,-0.0491339064,-0.0613859197,-128.67413074
20m,14191988,14.191988,1.16854455,22.18907269,45.08106658,-5.53172929,-0.0481861935,-0.0609825118,-128.31452543
20m,14193325,14.193325,1.16626655,22.29814015,45.15246626,-5.47858798,-0.0474724288,-0.0603102587,-128.20758826
20m,14194663,14.194663,1.16384515,22.41585172,45.23438292,-5.42749216,-0.0466414787,-0.0596490285,-128.02298652
20m,14196000,14.196000,1.16174639,22.51940296,45.31573551,-5.39276807,-0.0457970505,-0.0591690439,-127.73999860
20m,14197338,14.197338,1.15952256,22.63071281,45.40343629,-5.35666852,-0.0448862216,-0.0586677938,-127.41929023
20m,14198675,14.198675,1.15726784,22.74528303,45.49233913,-5.31922880,-0.0439651605,-0.0581521994,-127.09059571
20m,14200013,14.200013,1.15533333,22.84499576,45.56846120,-5.28629959,-0.0431785258,-0.0577026578,-126.80727150
20m,14201350,14.201350,1.15303731,22.96508470,45.64507930,-5.23370405,-0.0424108190,-0.0570407779,-126.63144988
20m,14202688,14.202688,1.15088607,23.07936506,45.73356466,-5.19924594,-0.0414938078,-0.0565630505,-126.26321495
20m,14204025,14.204025,1.14906909,23.17725560,45.82853334,-5.18770278,-0.0404812660,-0.0563267262,-125.70429790
20m,14205363,14.205363,1.14656677,23.31417762,45.91138261,-5.12761908,-0.0396575757,-0.0555822247,-125.50762404
20m,14206700,14.206700,1.14492775,23.40522242,45.98968102,-5.10901999,-0.0388357638,-0.0552917004,-125.08342298
20m,14208038,14.208038,1.14261676,23.53547872,46.07340340,-5.05856765,-0.0379931124,-0.0546536107,-124.80555817
20m,14209375,14.209375,1.14069999,23.64523465,46.16052310,-5.03125052,-0.0370887298,-0.0542619054,-124.35312289
20m,14210713,14.210713,1.13883891,23.75333751,46.25966180,-5.01596868,-0.0360435666,-0.0539869140,-123.72847034
20m,14212050,14.212050,1.13663188,23.88355295,46.33739218,-4.96367189,-0.0352702110,-0.0533410914,-123.47348575
20m,14213388,14.213388,1.13473816,23.99707995,46.43027377,-4.93946664,-0.0343049043,-0.0529804010,-122.92312905
20m,14214725,14.214725,1.13276906,24.11693877,46.50875965,-4.89883896,-0.0335123888,-0.0524616706,-122.57034228
