band,frequency_hz,frequency_mhz,swr,return_loss_db,resistance_ohm,reactance_ohm,s11_real,s11_imag,phase_deg
20m,14029630,14.029630,1.61138349,12.61113899,38.52579341,-17.75332584,-0.0859400085,-0.2177788650,-111.53520931
20m,14033285,14.033285,1.60009840,12.73534627,38.64498906,-17.49101838,-0.0858207092,-0.2142491097,-111.82931440
20m,14036940,14.036940,1.58872630,12.86345395,38.78431461,-17.24152844,-0.0853927942,-0.2107785684,-112.05436306
20m,14040595,14.040595,1.57774938,12.99002404,38.90920358,-16.98772512,-0.0851281005,-0.2073335173,-112.32233392
20m,14044250,14.044250,1.56794410,13.10559952,39.07052167,-16.80564406,-0.0841121854,-0.2045480723,-112.35294835
20m,14047905,14.047905,1.55737675,13.23291725,39.20512306,-16.56824431,-0.0836305308,-0.2012648462,-112.56409534
20m,14051560,14.051560,1.54629166,13.36967153,39.34723728,-16.31624506,-0.0831085842,-0.1977930781,-112.79114452
20m,14055215,14.055215,1.53570053,13.50351771,39.50223185,-16.08988176,-0.0823129091,-0.1945681842,-112.93100155
20m,14058870,14.058870,1.52478857,13.64481296,39.64925574,-15.84073775,-0.0816860814,-0.1911304829,-113.14108094
20m,14062525,14.062525,1.51609501,13.75994753,39.80784768,-15.67803186,-0.0805576255,-0.1886362641,-113.12503586
20m,14066180,14.066180,1.50560268,13.90205674,39.95827721,-15.43977549,-0.0798174444,-0.1853319052,-113.30023889
20m,14069835,14.069835,1.49487207,14.05110674,40.12250771,-15.20164173,-0.0789036431,-0.1819867984,-113.44000923
20m,14073490,14.073490,1.48518617,14.18901037,40.28374496,-14.99493114,-0.0778858324,-0.1790225233,-113.51200987
20m,14077145,14.077145,1.47484637,14.33990244,40.45756564,-14.77179190,-0.0767761774,-0.1758384001,-113.58748611
20m,14080800,14.080800,1.46618953,14.46927874,40.62451886,-14.60096383,-0.0755353619,-0.1732848142,-113.55252922
20m,14084455,14.084455,1.45621927,14.62187012,40.78934069,-14.37577213,-0.0745105339,-0.1701402221,-113.65034358
20m,14088110,14.088110,1.44596693,14.78295845,40.97397822,-14.15346661,-0.0732385115,-0.1669713223,-113.68366345
20m,14091765,14.091765,1.43672280,14.93200523,41.14299852,-13.95144541,-0.0720575457,-0.1641020437,-113.70637694
20m,14095420,14.095420,1.42767682,15.08150320,41.33151741,-13.77017473,-0.0705759530,-0.1614121647,-113.61690215
20m,14099075,14.099075,1.41876143,15.23252718,41.51772335,-13.58800084,-0.0691163636,-0.1587359641,-113.52913581
20m,14102730,14.102730,1.40920954,15.39857644,41.69845812,-13.37273313,-0.0678210023,-0.1557243773,-113.53406430
20m,14106385,14.106385,1.39978746,15.56687216,41.89413029,-13.17087256,-0.0663042191,-0.1528297503,-113.45330553
20m,14110040,14.110040,1.39029056,15.74125297,42.09326474,-12.96457727,-0.0647543800,-0.1498925081,-113.36460749
20m,14113695,14.113695,1.38300941,15.87832636,42.28690647,-12.83656508,-0.0630110758,-0.1478585791,-113.08165307
20m,14117350,14.117350,1.37425063,16.04728050,42.48352623,-12.64905249,-0.0614184684,-0.1451711291,-112.93207159
20m,14121005,14.121005,1.36521271,16.22648649,42.68712040,-12.45178194,-0.0597720005,-0.1423719909,-112.77411441
20m,14124660,14.124660,1.35665517,16.40095043,42.90148041,-12.27753129,-0.0579319790,-0.1398125511,-112.50689897
20m,14128315,14.128315,1.34748094,16.59342168,43.11731808,-12.07510724,-0.0561538739,-0.1369581035,-112.29400574
20m,14131970,14.131970,1.34119120,16.72878113,43.31417639,-11.96983276,-0.0543006907,-0.1352399328,-111.87613826
20m,14135625,14.135625,1.33281924,16.91345325,43.52707008,-11.78875388,-0.0524875488,-0.1326623048,-111.58611948
20m,14139280,14.139280,1.32424666,17.10813420,43.75282552,-11.60414493,-0.0505402870,-0.1300293797,-111.24028762
20m,14142935,14.142935,1.31663700,17.28592657,43.97839445,-11.45352036,-0.0485007016,-0.1277849467,-110.78422848
20m,14146590,14.146590,1.30858710,17.47936985,44.21332886,-11.28648892,-0.0464036254,-0.1253561791,-110.31325310
20m,14150245,14.150245,1.30265213,17.62569194,44.41874157,-11.18117674,-0.0444646409,-0.1236867126,-109.77321083
20m,14153900,14.153900,1.29495276,17.82042573,44.64860537,-11.01549093,-0.0424200158,-0.1213199940,-109.27238118
20m,14157555,14.157555,1.28736760,18.01796336,44.89337017,-10.85863612,-0.0401938983,-0.1190292537,-108.65884005
20m,14161210,14.161210,1.28060533,18.19908431,45.12683240,-10.72314096,-0.0380379138,-0.1170124831,-108.00808398
20m,14164865,14.164865,1.27430420,18.37232200,45.36646497,-10.60500691,-0.0357781577,-0.1151813116,-107.25608376
20m,14168520,14.168520,1.26837569,18.53943613,45.59723070,-10.49185377,-0.0336054274,-0.1134388195,-106.50154076
20m,14172175,14.172175,1.26132595,18.74361245,45.84748476,-10.33785920,-0.0313265519,-0.1112361864,-105.72838497
20m,14175830,14.175830,1.25487083,18.93603081,46.11328551,-10.21016844,-0.0288286274,-0.1092930444,-104.77655408
20m,14179485,14.179485,1.24853071,19.13037531,46.36659639,-10.07428239,-0.0264856470,-0.1073100708,-103.86431831
20m,14183140,14.183140,1.24429463,19.26331898,46.60708287,-10.01291393,-0.0241192487,-0.1061456116,-102.80182599
20m,14186795,14.186795,1.23902259,19.43239045,46.85397136,-9.90581747,-0.0217938746,-0.1045047867,-101.77987154
20m,14190450,14.190450,1.23321392,19.62351725,47.11824706,-9.77746752,-0.0193409501,-0.1026230738,-100.67310842
20m,14194105,14.194105,1.22814238,19.79473938,47.39388878,-9.67658822,-0.0167219442,-0.1010166008,-99.39931232
20m,14197760,14.197760,1.22288581,19.97669479,47.67522814,-9.56203538,-0.0140824079,-0.0992748320,-98.07369792
20m,14201415,14.201415,1.22024902,20.06975401,47.90099807,-9.52925567,-0.0118535178,-0.0984894032,-96.86272386
20m,14205070,14.205070,1.21597032,20.22339742,48.17061261,-9.43619194,-0.0093096449,-0.0970151789,-95.48135951
20m,14208725,14.208725,1.21150068,20.38750615,48.46394110,-9.33342513,-0.0065561113,-0.0954117416,-93.93083669
20m,14212380,14.212380,1.20831344,20.50686866,48.74069803,-9.27017005,-0.0039050046,-0.0942506007,-92.37253010
20m,14216035,14.216035,1.20485159,20.63880047,49.03890391,-9.19107736,-0.0010825639,-0.0929031616,-90.66761490
20m,14219690,14.219690,1.20322240,20.70173513,49.27378584,-9.16712387,0.0012015037,-0.0922308891,-89.25364271
20m,14223345,14.223345,1.20046033,20.80970220,49.55599755,-9.09642843,0.0038564495,-0.0910176056,-87.57380785
20m,14227000,14.227000,1.19824066,20.89765017,49.86467385,-9.04177216,0.0067868058,-0.0899257671,-85.68400068
20m,14230655,14.230655,1.19695576,20.94905255,50.13536933,-9.01234400,0.0093762023,-0.0891577322,-83.99660135
20m,14234310,14.234310,1.19561762,21.00297489,50.40906340,-8.97222635,0.0119630748,-0.0882877565,-82.28336556
20m,14237965,14.237965,1.19415151,21.06251672,50.71357258,-8.91810066,0.0148099945,-0.0872377319,-80.36498985
20m,14241620,14.241620,1.19367233,21.08208378,51.02402028,-8.89484167,0.0177510326,-0.0864838781,-78.40099047
20m,14245275,14.245275,1.19312351,21.10455873,51.33239984,-8.85756738,0.0206318469,-0.0856075591,-76.44983480
20m,14248930,14.248930,1.19425778,21.05818447,51.57698943,-8.88816262,0.0230054763,-0.0854887140,-74.93820860
20m,14252585,14.252585,1.19457382,21.04531587,51.87863016,-8.87010667,0.0258245135,-0.0848170069,-73.06590783
20m,14256240,14.256240,1.19508890,21.02439094,52.19189563,-8.84887950,0.0287313628,-0.0841029426,-71.13873626
20m,14259895,14.259895,1.19661441,20.96276978,52.50344029,-8.86229530,0.0316613916,-0.0837211188,-69.28454082
20m,14263550,14.263550,1.19819374,20.89952070,52.82198094,-8.86681429,0.0346242375,-0.0832488105,-67.41695367
20m,14267205,14.267205,1.20062215,20.80333203,53.07208804,-8.91744371,0.0370133055,-0.0833143076,-66.04628395
20m,14270860,14.270860,1.20269308,20.72230114,53.37609355,-8.93137442,0.0398255092,-0.0829561032,-64.35530085
20m,14274515,14.274515,1.20537472,20.61870804,53.70563303,-8.95725057,0.0428724938,-0.0826689029,-62.58852648
20m,14278170,14.278170,1.20839768,20.50368788,54.01163859,-8.99806554,0.0457110409,-0.0825557093,-61.02673035
20m,14281825,14.281825,1.21202536,20.36804595,54.32213205,-9.05876415,0.0486043823,-0.0826139990,-59.53037846
20m,14285480,14.285480,1.21537546,20.24502245,54.58609530,-9.11787549,0.0510623077,-0.0827289297,-58.31610614
20m,14289135,14.289135,1.21892533,20.11693364,54.90182291,-9.16021091,0.0539414986,-0.0826114854,-56.85731170
20m,14292790,14.292790,1.22344252,19.95720169,55.23109559,-9.23741758,0.0569772148,-0.0827806192,-55.46068538
20m,14296445,14.296445,1.22779808,19.80651520,55.54081214,-9.30961563,0.0598146046,-0.0829325118,-54.19918621
20m,14300100,14.300100,1.23273495,19.63951112,55.82116341,-9.42079126,0.0624401270,-0.0834668187,-53.20045378
20m,14303755,14.303755,1.23732752,19.48762940,56.10965144,-9.50686331,0.0650834323,-0.0837635775,-52.15316319
20m,14307410,14.307410,1.24220519,19.32983805,56.42373428,-9.58992545,0.0679283554,-0.0839897007,-51.03510501
20m,14311065,14.311065,1.24793392,19.14895175,56.74119379,-9.71109327,0.0708451663,-0.0845325870,-50.03426169
20m,14314720,14.314720,1.25375366,18.96988260,57.07487252,-9.82396049,0.0738700365,-0.0849710483,-48.99776051
20m,14318375,14.318375,1.25896896,18.81325094,57.30796625,-9.96155580,0.0760649153,-0.0857702482,-48.43194522
20m,14322030,14.322030,1.26482316,18.64156675,57.61505910,-10.08669798,0.0788544743,-0.0863384436,-47.59397833
20m,14325685,14.325685,1.27100404,18.46484270,57.93804188,-10.21669856,0.0817692453,-0.0869136281,-46.74682875
20m,14329340,14.329340,1.27761514,18.28074390,58.24184840,-10.37976035,0.0845609935,-0.0877852480,-46.07176476
20m,14332995,14.332995,1.28412396,18.10423608,58.54669548,-10.53474435,0.0873340983,-0.0885766435,-45.40470191
20m,14336650,14.336650,1.29010913,17.94589565,58.77816777,-10.70842564,0.0895213145,-0.0896300563,-45.03477755
20m,14340305,14.340305,1.29663929,17.77728225,59.07288909,-10.86868080,0.0921957798,-0.0904590900,-44.45524586
20m,14343960,14.343960,1.30393102,17.59388890,59.39400189,-11.05144616,0.0951083301,-0.0914159954,-43.86595183
20m,14347615,14.347615,1.31101798,17.42035647,59.67338422,-11.25045630,0.0976966474,-0.0925595988,-43.45335060
17m,18068405,18.068405,1.82911176,10.66074060,54.75783499,31.72273223,0.1255997450,0.2647855900,64.62290545
17m,18072060,18.072060,1.84051636,10.57702249,54.87521890,32.08431594,0.1280899115,0.2667421250,64.34962165
17m,18075715,18.075715,1.85016425,10.50734097,55.04305729,32.39930280,0.1307087485,0.2681227223,64.01095264
17m,18079370,18.079370,1.85720326,10.45714648,55.23500850,32.63853151,0.1331319938,0.2688582359,63.65651710
17m,18083025,18.083025,1.86574644,10.39694096,55.40607078,32.91921096,0.1355987898,0.2699598380,63.32996681
17m,18086680,18.086680,1.87317420,10.34522125,55.60170397,33.16913784,0.1380797745,0.2707262260,62.97683979
17m,18090335,18.090335,1.88503653,10.26380236,55.75387107,33.54495365,0.1408512152,0.2725205789,62.66799188
17m,18093990,18.093990,1.89397012,10.20342081,55.95601034,33.83918126,0.1435660225,0.2735194022,62.30572706
17m,18097645,18.097645,1.90110828,10.15573915,56.17223004,34.08093292,0.1461172396,0.2740935278,61.93825130
17m,18101300,18.101300,1.90908755,10.10302160,56.36972250,34.34448484,0.1486377551,0.2748864717,61.59883970
17m,18104955,18.104955,1.91747029,10.04828864,56.56419765,34.61891546,0.1511803142,0.2757513085,61.26629845
17m,18108610,18.108610,1.92930429,9.97213090,56.75690032,34.99481500,0.1541778839,0.2772597217,60.92255028
17m,18112265,18.112265,1.93761209,9.91942497,56.99236692,35.27053651,0.1569680407,0.2779094468,60.54149080
17m,18115920,18.115920,1.94540566,9.87053836,57.20590062,35.52747017,0.1595191962,0.2785309066,60.19952880
17m,18119575,18.119575,1.95269760,9.82527800,57.44327960,35.77159718,0.1621484541,0.2789498618,59.83134615
17m,18123230,18.123230,1.96265987,9.76417853,57.64597768,36.08990592,0.1648966117,0.2799807607,59.50374667
17m,18126885,18.126885,1.97371501,9.69734960,57.87540902,36.44268589,0.1679601411,0.2810813651,59.13957600
17m,18130540,18.130540,1.98152973,9.65071374,58.13911751,36.70270587,0.1707858852,0.2814374896,58.74919293
17m,18134195,18.134195,1.98970339,9.60246091,58.35605580,36.96733680,0.1733353151,0.2820293854,58.42510804
17m,18137850,18.137850,1.99661499,9.56207063,58.62844794,37.19977322,0.1760561726,0.2821592696,58.03747542
17m,18141505,18.141505,2.00809984,9.49577403,58.85884986,37.56187005,0.1791141411,0.2832475999,57.69242160
17m,18145160,18.145160,2.01775661,9.44080558,59.12052097,37.87230312,0.1821031545,0.2838662883,57.31940914
17m,18148815,18.148815,2.02486507,9.40078631,59.40904442,38.10929176,0.1848928014,0.2839176433,56.92702695
17m,18152470,18.152470,2.03371016,9.35150600,59.64381303,38.39148847,0.1875631533,0.2844725933,56.60167913
17m,18156125,18.156125,2.04094785,9.31159998,59.93324120,38.63039453,0.1903352612,0.2845151108,56.21822140
17m,18159780,18.159780,2.05305796,9.24565548,60.21255098,39.01093352,0.1936842646,0.2854042418,55.83795491
17m,18163435,18.163435,2.06222721,9.19639980,60.50008492,39.30456106,0.1966619941,0.2857450085,55.46258063
17m,18167090,18.167090,2.06922315,9.15920225,60.79525375,39.53378486,0.1993699714,0.2856795235,55.08958988
15m,21003370,21.003370,1.52358698,13.66058886,33.08165427,-3.37540612,-0.2016517111,-0.0488201947,-166.39046831
15m,21007025,21.007025,1.52350415,13.66167792,33.07685808,-3.33315722,-0.2017701269,-0.0482166619,-166.56017305
15m,21010680,21.010680,1.52527356,13.63845784,33.04255516,-3.36221583,-0.2022310894,-0.0486757710,-166.46668540
15m,21014335,21.014335,1.52714289,13.61402886,33.00822327,-3.40427754,-0.2026771032,-0.0493233861,-166.32240742
15m,21017990,21.017990,1.52843763,13.59717018,32.98377720,-3.42867342,-0.2030011358,-0.0497048719,-166.24179564
15m,21021645,21.021645,1.53013263,13.57517501,32.94623030,-3.42518316,-0.2035480132,-0.0496993338,-166.27883207
15m,21025300,21.025300,1.53139893,13.55879829,32.91438851,-3.39809087,-0.2040409604,-0.0493453630,-166.40460014
15m,21028955,21.028955,1.53337242,13.53336963,32.87736941,-3.43539846,-0.2045323354,-0.0499297765,-166.28144793
15m,21032610,21.032610,1.53518491,13.51011557,32.84251652,-3.46350386,-0.2050033713,-0.0503791290,-166.19328632
15m,21036265,21.036265,1.53771582,13.47780345,32.79164167,-3.48779688,-0.2057115982,-0.0507934988,-166.13017925
15m,21039920,21.039920,1.53799337,13.47427124,32.78192115,-3.46428392,-0.2058813884,-0.0504641043,-166.22761806
15m,21043575,21.043575,1.54010078,13.44752288,32.73474223,-3.45304370,-0.2065803091,-0.0503582222,-166.30016463
15m,21047230,21.047230,1.54261686,13.41575277,32.68741829,-3.49575424,-0.2072161485,-0.0510371597,-166.16350002
15m,21050885,21.050885,1.54440874,13.39323581,32.65243379,-3.51729891,-0.2076986418,-0.0513939750,-166.10162266
15m,21054540,21.054540,1.54781363,13.35069650,32.58188250,-3.53102301,-0.2087095536,-0.0516818110,-166.09187297
15m,21058195,21.058195,1.54761222,13.35320386,32.58055968,-3.49543790,-0.2087730833,-0.0511644783,-166.22979702
15m,21061850,21.061850,1.54983663,13.32557375,32.53408436,-3.50090800,-0.2094445294,-0.0513018841,-166.23680280
15m,21065505,21.065505,1.55287330,13.28807284,32.47567169,-3.53904603,-0.2102503440,-0.0519320618,-166.12558843
15m,21069160,21.069160,1.55466150,13.26610684,32.44088048,-3.55821798,-0.2107350135,-0.0522563450,-166.07317908
15m,21072815,21.072815,1.55840101,13.22044839,32.36205890,-3.55811053,-0.2118895241,-0.0523546513,-166.12107498
15m,21076470,21.076470,1.55835116,13.22105469,32.35740611,-3.52164766,-0.2120037772,-0.0518259433,-166.26301821
15m,21080125,21.080125,1.56084200,13.19084511,32.30707627,-3.53405125,-0.2127265580,-0.0520713164,-166.24556337
15m,21083780,21.083780,1.56390908,13.15387064,32.24702174,-3.56020310,-0.2135755725,-0.0525316956,-166.18165767
15m,21087435,21.087435,1.56603996,13.12832650,32.20538125,-3.57795389,-0.2141652755,-0.0528460219,-166.13896114
15m,21091090,21.091090,1.56868706,13.09675698,32.14833470,-3.56477792,-0.2150221533,-0.0527251607,-166.22245502
15m,21094745,21.094745,1.56966352,13.08515697,32.12324704,-3.53328460,-0.2154321424,-0.0522929600,-166.35617978
15m,21098400,21.098400,1.57276692,13.04845031,32.06173773,-3.55036682,-0.2163179829,-0.0526234896,-166.32729200
15m,21102055,21.102055,1.57558744,13.01529974,32.00523774,-3.56058506,-0.2171397410,-0.0528469851,-166.32141605
15m,21105710,21.105710,1.57895039,12.97603271,31.93774564,-3.57018377,-0.2181261258,-0.0530760773,-166.32413696
15m,21109365,21.109365,1.58003257,12.96345613,31.91219752,-3.54768602,-0.2185336416,-0.0527757146,-166.42307109
15m,21113020,21.113020,1.58211922,12.93928699,31.86656381,-3.52732912,-0.2192364774,-0.0525324153,-166.52510952
15m,21116675,21.116675,1.58568123,12.89827358,31.79668606,-3.54404780,-0.2202526671,-0.0528705256,-166.50183523
15m,21120330,21.120330,1.58843659,12.86675720,31.74139162,-3.54723156,-0.2210708995,-0.0529893258,-166.52085590
15m,21123985,21.123985,1.59248001,12.82083428,31.65960591,-3.54520407,-0.2222918826,-0.0530650878,-166.57373614
15m,21127640,21.127640,1.59275749,12.81769695,31.64956865,-3.51504706,-0.2224805441,-0.0526282834,-166.69119268
15m,21131295,21.131295,1.59549556,12.78683530,31.59349420,-3.50701568,-0.2233279159,-0.0525805424,-166.75150742
15m,21134950,21.134950,1.59958325,12.74108472,31.51332453,-3.51676691,-0.2245140359,-0.0528297732,-166.75876887
15m,21138605,21.138605,1.60222278,12.71174592,31.46114560,-3.51871780,-0.2252929364,-0.0529265828,-166.77960800
15m,21142260,21.142260,1.60639245,12.66572044,31.37581442,-3.49918291,-0.2265983394,-0.0527440736,-166.89688466
15m,21145915,21.145915,1.60671431,12.66218397,31.36538452,-3.47066187,-0.2267917603,-0.0523291251,-167.00716660
15m,21149570,21.149570,1.60990174,12.62728572,31.30216462,-3.46715993,-0.2277467390,-0.0523576994,-167.05298220
15m,21153225,21.153225,1.61387058,12.58414525,31.22395440,-3.46383302,-0.2289289206,-0.0524082410,-167.10558401
15m,21156880,21.156880,1.61710130,12.54928141,31.16085538,-3.46306951,-0.2298818719,-0.0524780867,-167.14071332
15m,21160535,21.160535,1.62021277,12.51591712,31.09672104,-3.43634489,-0.2308854158,-0.0521568166,-167.27059147
15m,21164190,21.164190,1.62127749,12.50454756,31.07195091,-3.40613764,-0.2312987943,-0.0517314944,-167.39290158
15m,21167845,21.167845,1.62511062,12.46381463,30.99771305,-3.40415682,-0.2324258793,-0.0517961657,-167.43690676
15m,21171500,21.171500,1.62885541,12.42431798,30.92359931,-3.38789511,-0.2335713775,-0.0516439020,-167.53218250
15m,21175155,21.175155,1.63197952,12.39159002,30.86116579,-3.36767591,-0.2345462356,-0.0514159248,-167.63551921
15m,21178810,21.178810,1.63530957,12.35692478,30.79693595,-3.36139571,-0.2355322246,-0.0514018592,-167.68896317
15m,21182465,21.182465,1.63980608,12.31047328,30.70744972,-3.32853037,-0.2369390874,-0.0510137457,-167.84951587
15m,21186120,21.186120,1.64027297,12.30567326,30.69548899,-3.30429072,-0.2371522981,-0.0506584805,-167.94217654
15m,21189775,21.189775,1.64366511,12.27092938,30.62893597,-3.28340274,-0.2381962141,-0.0504223056,-168.04784649
15m,21193430,21.193430,1.64810935,12.22575251,30.54321443,-3.26399025,-0.2395338921,-0.0502317491,-168.15634276
15m,21197085,21.197085,1.65155780,12.19096301,30.47820856,-3.25820242,-0.2405390508,-0.0502238731,-168.20624303
15m,21200740,21.200740,1.65531598,12.15330897,30.40369598,-3.21975012,-0.2417326952,-0.0497249405,-168.37627015
15m,21204395,21.204395,1.65620730,12.14441815,30.38323750,-3.18737000,-0.2420875352,-0.0492514693,-168.50040827
15m,21208050,21.208050,1.66052855,12.10152664,30.30159082,-3.17087170,-0.2433666522,-0.0490968621,-168.59422277
15m,21211705,21.211705,1.66471993,12.06025742,30.22158587,-3.14442014,-0.2446350517,-0.0487855666,-168.72192436
15m,21215360,21.215360,1.66883622,12.02004276,30.14444338,-3.12683797,-0.2458507399,-0.0486069056,-168.81633857
15m,21219015,21.219015,1.67129912,11.99612887,30.09574875,-3.09285243,-0.2466468704,-0.0481385699,-168.95629590
15m,21222670,21.222670,1.67363514,11.97354817,30.04902515,-3.05428021,-0.2474184429,-0.0475954012,-169.11113857
15m,21226325,21.226325,1.67819413,11.92976052,29.96382511,-3.02739056,-0.2487755661,-0.0472780205,-169.23966271
15m,21229980,21.229980,1.68211560,11.89239020,29.89059873,-3.00108793,-0.2499479005,-0.0469542551,-169.36063207
15m,21233635,21.233635,1.68682846,11.84783317,29.80218677,-2.96104682,-0.2513756385,-0.0464320842,-169.53474060
15m,21237290,21.237290,1.68798502,11.83695723,29.77850319,-2.93199754,-0.2517797310,-0.0460050633,-169.64517300
15m,21240945,21.240945,1.69131667,11.80575544,29.71551333,-2.89451301,-0.2528091952,-0.0454901733,-169.79942494
15m,21244600,21.244600,1.69632729,11.75918378,29.62380331,-2.86152688,-0.2542858775,-0.0450766305,-169.94774365
15m,21248255,21.248255,1.69998538,11.72544884,29.55660894,-2.83134739,-0.2553765578,-0.0446777105,-170.07662524
15m,21251910,21.251910,1.70473418,11.68198508,29.46832978,-2.77662284,-0.2568285860,-0.0439135813,-170.29716763
15m,21255565,21.255565,1.70591833,11.67120450,29.44528416,-2.75153994,-0.2572198663,-0.0435430587,-170.39186319
15m,21259220,21.259220,1.70988483,11.63525880,29.37285823,-2.71270762,-0.2584066313,-0.0430082693,-170.55051504
15m,21262875,21.262875,1.71473419,11.59165507,29.28528516,-2.66960966,-0.2598397672,-0.0424199826,-170.72800745
15m,21266530,21.266530,1.71869241,11.55634033,29.21483540,-2.64079238,-0.2609883829,-0.0420376877,-170.84989506
15m,21270185,21.270185,1.72295246,11.51860641,29.13679004,-2.58088244,-0.2622921987,-0.0411670447,-171.08013326
15m,21273840,21.273840,1.72442043,11.50566874,29.10900234,-2.54885819,-0.2627677586,-0.0406858367,-171.19845863
15m,21277495,21.277495,1.72904269,11.46514743,29.02734865,-2.50888017,-0.2641106664,-0.0401317043,-171.35997877
15m,21281150,21.281150,1.73337392,11.42747171,28.94999558,-2.45613375,-0.2653998229,-0.0393665787,-171.56287306
15m,21284805,21.284805,1.73809360,11.38673702,28.86752404,-2.41358642,-0.2667626404,-0.0387667946,-171.73147819
15m,21288460,21.288460,1.74113621,11.36065165,28.81299405,-2.36601767,-0.2676838177,-0.0380566980,-171.90846552
15m,21292115,21.292115,1.74355626,11.34000069,28.76966431,-2.32617938,-0.2684180699,-0.0374581761,-172.05558767
15m,21295770,21.295770,1.74869881,11.29640021,28.68067775,-2.27371023,-0.2698995914,-0.0366974940,-172.25713417
15m,21299425,21.299425,1.75274171,11.26238963,28.61035014,-2.22159231,-0.2710819403,-0.0359218075,-172.45155754
15m,21303080,21.303080,1.75760640,11.22177290,28.52653075,-2.16198041,-0.2724904080,-0.0350340109,-172.67369059
15m,21306735,21.306735,1.75990416,11.20270361,28.48692868,-2.13070978,-0.2731592159,-0.0345628608,-172.78868086
15m,21310390,21.310390,1.76354040,11.17267596,28.42418052,-2.07593654,-0.2742240855,-0.0337294993,-172.98785291
15m,21314045,21.314045,1.76871689,11.13024253,28.33682100,-2.01770750,-0.2756925967,-0.0328577862,-173.20339451
15m,21317700,21.317700,1.77289207,11.09628226,28.26686959,-1.97132079,-0.2768697841,-0.0321607337,-173.37431068
15m,21321355,21.321355,1.77779169,11.05672749,28.18389960,-1.89444027,-0.2782852086,-0.0309735763,-173.64902994
15m,21325010,21.325010,1.77964579,11.04184241,28.15251708,-1.86269763,-0.2788228631,-0.0304796366,-173.76145937
15m,21328665,21.328665,1.78392959,11.00762379,28.08136912,-1.80580334,-0.2800306012,-0.0296035220,-173.96537271
15m,21332320,21.332320,1.78862567,10.97038626,28.00353814,-1.73694545,-0.2813577782,-0.0285326616,-174.20939677
15m,21335975,21.335975,1.79354531,10.93167985,27.92398675,-1.68983243,-0.2826986853,-0.0278161569,-174.38046653
15m,21339630,21.339630,1.79782881,10.89822847,27.85303242,-1.60857301,-0.2839233705,-0.0265279902,-174.66214442
15m,21343285,21.343285,1.80006503,10.88085656,27.81662716,-1.57426821,-0.2845466725,-0.0259870038,-174.78178192
15m,21346940,21.346940,1.80474267,10.84471988,27.74141613,-1.51312554,-0.2858285361,-0.0250268145,-174.99600986
15m,21350595,21.350595,1.80936868,10.80924686,27.66714025,-1.44378457,-0.2871010196,-0.0239264197,-175.23609378
15m,21354250,21.354250,1.81442621,10.77076253,27.58721916,-1.38305232,-0.2884626534,-0.0229678455,-175.44762470
15m,21357905,21.357905,1.81799594,10.74378430,27.53012621,-1.31564145,-0.2894498828,-0.0218812195,-175.67689756
15m,21361560,21.361560,1.82110426,10.72041663,27.48099961,-1.26398541,-0.2902956156,-0.0210492229,-175.85276323
15m,21365215,21.365215,1.82626783,10.68184939,27.40044825,-1.19136980,-0.2916761547,-0.0198818482,-176.10051564
15m,21368870,21.368870,1.83045563,10.65079832,27.33520586,-1.12171266,-0.2928001562,-0.0187514895,-176.33567136
15m,21372525,21.372525,1.83534265,10.61481789,27.25982045,-1.04569228,-0.2940967742,-0.0175152751,-176.59170915
15m,21376180,21.376180,1.83844203,10.59213975,27.21229313,-0.99670212,-0.2949147803,-0.0167155288,-176.75599288
15m,21379835,21.379835,1.84240120,10.56332799,27.15184799,-0.93132910,-0.2959563888,-0.0156439791,-176.97421446
15m,21383490,21.383490,1.84752649,10.52628983,27.07429603,-0.85079310,-0.2972913350,-0.0143202932,-177.24223831
15m,21387145,21.387145,1.85162837,10.49685614,27.01263476,-0.78407347,-0.2983536520,-0.0132186707,-177.46314801
15m,21390800,21.390800,1.85685904,10.45958857,26.93452314,-0.69511391,-0.2997004883,-0.0117429712,-177.75616419
15m,21394455,21.394455,1.85964204,10.43988053,26.89331581,-0.65142434,-0.3004098254,-0.0110168043,-177.89975695
15m,21398110,21.398110,1.86411516,10.40837706,26.82741133,-0.57805933,-0.3015450779,-0.0097929927,-178.13991322
15m,21401765,21.401765,1.86889258,10.37496398,26.75740300,-0.48938681,-0.3027529753,-0.0083060408,-178.42848206
15m,21405420,21.405420,1.87389704,10.34021872,26.68502917,-0.42272867,-0.3039958695,-0.0071883188,-178.64543030
15m,21409075,21.409075,1.87823452,10.31031350,26.62233772,-0.32748888,-0.3050786004,-0.0055779913,-178.95253305
15m,21412730,21.412730,1.88135951,10.28888707,26.57769075,-0.28037084,-0.3058458483,-0.0047810413,-179.10441427
15m,21416385,21.416385,1.88637922,10.25467647,26.50639923,-0.20071810,-0.3070712085,-0.0034291621,-179.36018636
15m,21420040,21.420040,1.89072967,10.22523121,26.44501210,-0.11528580,-0.3081268460,-0.0019727703,-179.63317099
15m,21423695,21.423695,1.89600010,10.18981026,26.37133105,-0.04094190,-0.3093914939,-0.0007019516,-179.87000679
15m,21427350,21.427350,1.89993324,10.16355412,26.31674623,0.04694628,-0.3103279045,0.0008060488,179.85117970
15m,21431005,21.431005,1.90349261,10.13992239,26.26766521,0.10536215,-0.3111691420,0.0018113521,179.66647831
